datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,monitored_facility,contingency_facility,shadow_price
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-1042.18
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-176.15
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-140.68
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-20.12
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-556.47
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,SALTVILL138 KV  SAL-TAZ1,L765.Broadford-JacksonsFerry + B138.Broadford.RL3,-138.45
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,SCHUYLKI230 KV  SCH 7TR,ACTUAL,-520.13
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,SHENANGO-MASURY             A  138 KV,L345.Niles-Shenango,-869.39
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-396.43
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-104.30
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-14.60
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,BAYS    138 KV  BAY-WOL,ACTUAL,-259.32
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,BCPEP,ACTUAL,-51.31
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-153.91
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,Elkhorn North Lake Geneva 138 l/o Sunrise White Water 138,WHTWTR3 138/LKHD TP 138 1-SUN 138 138 /LKHD T,-1517.27
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,HOWARD  230 KV  HOW-PUM,ACTUAL,-98.52
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-497.34
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-856.17
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-15.86
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-60.53
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-23.13
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-333.98
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-469.09
6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,SALTVILL138 KV  SAL-TAZ1,L765.Broadford-JacksonsFerry + B138.Broadford.RL3,-381.71
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-56.65
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,BCPEP,ACTUAL,-57.19
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,CLINCHRI138 KV  CLI-LEB1,ACTUAL,-73.48
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-108.82
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-113.65
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-706.91
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-14.38
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-138.55
6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,6/24/2025 4:00:00 PM,6/24/2025 12:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-469.79
6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,BCPEP,ACTUAL,-39.86
6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,BUTL APS138 KV  BUT-KAR,ACTUAL,-40.11
6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,HARWGATE230 KV  205C,L500.Carson-Midlothian.563,-440.85
6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-521.54
6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,6/24/2025 3:00:00 PM,6/24/2025 11:00:00 AM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-342.44
6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,APSOUTH,ACTUAL,-62.22
6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,BCPEP,ACTUAL,-20.83
6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,HARWGATE230 KV  205C,L500.Carson-Midlothian.563,-390.87
6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-965.60
6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,PEACHBOT500 KV  1-P,ACTUAL,-338.81
6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,6/24/2025 2:00:00 PM,6/24/2025 10:00:00 AM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-269.06
6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,APSOUTH,ACTUAL,-43.07
6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,BUTL APS138 KV  BUT-KAR,ACTUAL,-75.24
6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-923.61
6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,PEACHBOT500 KV  1-P,ACTUAL,-44.91
6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,6/24/2025 1:00:00 PM,6/24/2025 9:00:00 AM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-104.09
6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,APSOUTH,ACTUAL,-32.82
6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-3.49
6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-856.55
6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,PEACHBOT500 KV  1-P,ACTUAL,-32.92
6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 12:00:00 PM,6/24/2025 8:00:00 AM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-35.87
6/24/2025 10:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-0.10
6/24/2025 10:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,BOXWOOD 138 KV  BOX-CLI1,L500.Cloverdale-Lexington.566,-12.18
6/24/2025 10:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-990.55
6/24/2025 10:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 11:00:00 AM,6/24/2025 7:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-8.50
6/24/2025 9:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 10:00:00 AM,6/24/2025 6:00:00 AM,BOXWOOD 138 KV  BOX-CLI1,L500.Cloverdale-Lexington.566,-0.76
6/24/2025 9:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 10:00:00 AM,6/24/2025 6:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-981.44
6/24/2025 9:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 10:00:00 AM,6/24/2025 6:00:00 AM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-1.90
6/24/2025 8:00:00 AM,6/24/2025 4:00:00 AM,6/24/2025 9:00:00 AM,6/24/2025 5:00:00 AM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-4.09
6/24/2025 8:00:00 AM,6/24/2025 4:00:00 AM,6/24/2025 9:00:00 AM,6/24/2025 5:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-887.14
6/24/2025 8:00:00 AM,6/24/2025 4:00:00 AM,6/24/2025 9:00:00 AM,6/24/2025 5:00:00 AM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-23.44
6/24/2025 7:00:00 AM,6/24/2025 3:00:00 AM,6/24/2025 8:00:00 AM,6/24/2025 4:00:00 AM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-1.92
6/24/2025 7:00:00 AM,6/24/2025 3:00:00 AM,6/24/2025 8:00:00 AM,6/24/2025 4:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-902.33
6/24/2025 7:00:00 AM,6/24/2025 3:00:00 AM,6/24/2025 8:00:00 AM,6/24/2025 4:00:00 AM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-22.56
6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 3:00:00 AM,DICKERSH230 KV  DIC-DIC3,L500.Doubs-GooseCreek.514,-3.81
6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 3:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-953.52
6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 3:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-1.35
6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,6/24/2025 7:00:00 AM,6/24/2025 3:00:00 AM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-24.61
6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,74 KEWAN B1Z5 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-3.06
6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,DICKERSH230 KV  DIC-DIC3,L500.Doubs-GooseCreek.514,-63.60
6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-1057.23
6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-14.43
6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,6/24/2025 6:00:00 AM,6/24/2025 2:00:00 AM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-35.62
6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,74 KEWAN B1Z5 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-7.64
6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,94 HAURD-11323    11323     A  138 KV,L345.Nelson-ElectricJct.15502,-11.83
6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-657.77
6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-95.27
6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,6/24/2025 5:00:00 AM,6/24/2025 1:00:00 AM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-148.27
6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,FACEROCK115 KV  1,ACTUAL,-321.45
6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-24.34
6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-377.58
6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,LORETTO 138 KV  LOR-VIE,230/138.PineyGrove.AT20,-138.47
6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-35.66
6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-399.94
6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,6/24/2025 4:00:00 AM,6/24/2025 12:00:00 AM,PRESTON 69 KV   PRE-TAN,230/138.Vienna.AT20,-43.80
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-19.18
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,CLINCHRI138 KV  CLI-LEB1,ACTUAL,-118.97
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,CONASTON230 KV  CNS-NOR2,L230.Conastone-Northwest.2310,-294.82
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-94.07
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-8.93
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-164.46
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-241.64
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,LORETTO 138 KV  LOR-VIE,230/138.PineyGrove.AT20,-16.60
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-121.45
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-763.34
6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,6/24/2025 3:00:00 AM,6/23/2025 11:00:00 PM,PRESTON 69 KV   PRE-TAN,230/138.Vienna.AT20,-159.85
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-325.73
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-51.34
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,CLINCHRI138 KV  CLI-LEB1,ACTUAL,-115.17
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,CONASTON230 KV  CNS-NOR2,L230.Conastone-Northwest.2310,-416.09
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-365.30
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,GARDNERS115 KV  GAR-TEX,230/115.Lewistown.T3,-90.11
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-59.10
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-389.02
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-58.74
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-198.17
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-814.03
6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,6/24/2025 2:00:00 AM,6/23/2025 10:00:00 PM,PRESTON 69 KV   PRE-TAN,230/138.Vienna.AT20,-78.13
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-748.08
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,122 BELV138 KV  15623 2,L345.CherryValley-SilverLake.15616,-94.42
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-38.79
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,CLINCHRI138 KV  CLI-LEB1,ACTUAL,-187.68
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,CONASTON230 KV  CNS-NOR2,L230.Conastone-Northwest.2310,-486.70
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-406.69
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,GARDNERS115 KV  GAR-TEX,230/115.Lewistown.T3,-110.53
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-242.54
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-913.20
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-228.39
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-29.82
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-942.05
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,PRESTON 69 KV   PRE-TAN,230/138.Vienna.AT20,-16.53
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-182.50
6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,6/24/2025 1:00:00 AM,6/23/2025 9:00:00 PM,SPORNAEP138 KV  SPO-RUT1,ACTUAL,-108.57
6/23/2025 11:00:00 PM,6/23/2025 7:00:00 PM,6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-1328.15
6/23/2025 11:00:00 PM,6/23/2025 7:00:00 PM,6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,122 BELV138 KV  15623 2,L345.CherryValley-SilverLake.15616,-301.26
6/23/2025 11:00:00 PM,6/23/2025 7:00:00 PM,6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-161.98
6/23/2025 11:00:00 PM,6/23/2025 7:00:00 PM,6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,BCPEP,ACTUAL,-150.03
6/23/2025 11:00:00 PM,6/23/2025 7:00:00 PM,6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,CLINCHRI138 KV  CLI-LEB1,ACTUAL,-163.33
6/23/2025 11:00:00 PM,6/23/2025 7:00:00 PM,6/24/2025 12:00:00 AM,6/23/2025 8:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-526.24
