datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,monitored_facility,contingency_facility,shadow_price
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,BLACKOAK138 KV  BLA-JUN,L500.Bedington-BlackOak,-62.37
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,BOONETWN230 KV  BOO-SRE,L500.Conastone-PeachBottom.5012,-156.42
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-51.58
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,CARL PN 115 KV  CAR-GAR,500/230.Hunterstown.T1,-25.16
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-26.25
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,CLINCHRI138 KV  CLI-LEB1,ACTUAL,-10.49
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,COLORA  230 KV  COL-CON2,L230.Conowingo-Nottingham-220-03,-9.44
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-128.32
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,EASTON  138 KV  AT-1,ACTUAL,-3.72
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,FREMNT  138 KV  FRE-FRE1,L138/69.Fremont.T1 + 69.Fremont.Bus,-317.25
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-246.84
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-631.59
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-13.29
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-221.27
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,REMNTNCT230 KV  299A,L230.Remington-RemingtonCT.2077,-98.23
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,SALTVILL138 KV  SAL-TAZ1,L765.Broadford-JacksonsFerry + B138.Broadford.RL3,-199.25
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,Stillwell-Dumont 345 l/o Wilton Center-Dumont 765,L765.Dumont-WiltonCenter.11215,-169.73
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,TMI     500 KV  1 BANK,L500.Conastone-PeachBottom.5012,-46.13
6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 10:00:00 PM,6/12/2025 6:00:00 PM,WMOULTON69 KV   WMO-09S1,ACTUAL,-121.45
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,08LAPLJT138 KV  08L-SAN1,ACTUAL,-65.28
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-20.02
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BAIR    115 KV  BAI-JAC,ACTUAL,-47.35
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BCPEP,ACTUAL,-12.60
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BECO-PARAGNPK 2207A         B  230 KV,L230.Buttermilk-Beaumeade.2152,-275.51
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BED-BLA contingency 7,CalvertCliffs.U1,-138.43
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BERGEN  230 KV  BER-HUD,ACTUAL,-1.02
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BLACKOAK138 KV  BLA-JUN,L500.Bedington-BlackOak,-65.42
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BOONETWN230 KV  BOO-SRE,L500.Conastone-PeachBottom.5012,-101.83
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-119.71
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-45.55
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,COLORA  230 KV  COL-CON2,L230.Conowingo-Nottingham-220-03,-5.35
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,CONASTON230 KV  CNS-NOR2,L230.Conastone-Northwest.2310,-17.59
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-114.51
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,DOEX530 345 KV  203T,ACTUAL,-1.96
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,EASTON  138 KV  AT-1,ACTUAL,-8.73
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,FREMNT  138 KV  FRE-FRE1,L138/69.Fremont.T1 + 69.Fremont.Bus,-236.33
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,GARDNERS115 KV  GAR-TEX,230/115.Lewistown.T3,-2.87
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,GRANDPT 138 KV  GRA-GUI,L500.Bedington-Doubs,-62.46
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,HARWGATE230 KV  205C,L500.Carson-Midlothian.563,-491.50
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,HOWARD  230 KV  HOW-PUM,ACTUAL,-3.02
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-202.71
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-511.88
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-8.66
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-371.14
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,REMNTNCT230 KV  299A,L230.Remington-RemingtonCT.2077,-82.75
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,SALTSPRG138 KV  SAL-MAS1,L345.Hoytdale-Mansfield,-43.78
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,SALTVILL138 KV  SAL-TAZ1,L765.Broadford-JacksonsFerry + B138.Broadford.RL3,-28.03
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,SHENANGO138 KV  SHE-SHA1,ACTUAL,-18.11
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,Stillwell-Dumont 345 l/o Wilton Center-Dumont 765,L765.Dumont-WiltonCenter.11215,-113.43
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,TMI     500 KV  1 BANK,L500.Conastone-PeachBottom.5012,-91.88
6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,6/12/2025 9:00:00 PM,6/12/2025 5:00:00 PM,WMOULTON69 KV   WMO-09S1,ACTUAL,-148.23
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,08LAPLJT138 KV  08L-SAN1,ACTUAL,-65.40
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-32.51
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,BAIR    115 KV  BAI-JAC,ACTUAL,-47.67
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,BCPEP,ACTUAL,-13.69
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,BECO-PARAGNPK 2207A         B  230 KV,L230.Buttermilk-Beaumeade.2152,-1683.88
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,BERGEN  230 KV  BER-HUD,ACTUAL,-4.25
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,BOONETWN230 KV  BOO-SRE,L500.Conastone-PeachBottom.5012,-65.12
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,BROADVW 138 KV  BRO-FIN,ACTUAL,-98.62
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-67.82
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-18.53
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-61.76
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,DOEX530 345 KV  208T,ACTUAL,-2.12
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,EASTON  138 KV  AT-1,ACTUAL,-11.51
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,FREMNT  138 KV  FRE-FRE1,L138/69.Fremont.T1 + 69.Fremont.Bus,-190.02
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,GARDNERS115 KV  GAR-MOU,ACTUAL,-5.19
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,GARDNERS115 KV  GAR-TEX,230/115.Lewistown.T3,-5.46
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,GORE APS138 KV  GOR-STO,L500.Bedington-BlackOak,-168.90
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,GRANDPT 138 KV  GRA-GUI,L500.Bedington-Doubs,-48.06
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,HARWGATE230 KV  205C,L500.Carson-Midlothian.563,-369.43
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,KEENEY  138 KV  13822,ACTUAL,-78.16
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-160.64
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-424.46
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-11.29
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,NOTTINGH230 KV  2-3,L500.Conastone-PeachBottom.5012,-141.94
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,SHENANGO138 KV  SHE-SHA1,ACTUAL,-5.82
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,Stillwell-Dumont 345 l/o Wilton Center-Dumont 765,L765.Dumont-WiltonCenter.11215,-53.39
6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,6/12/2025 8:00:00 PM,6/12/2025 4:00:00 PM,WMOULTON69 KV   WMO-09S1,ACTUAL,-119.71
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,08LAPLJT138 KV  08L-SAN1,L765.Jefferson-Rockport,-48.81
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-24.71
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,BAIR    115 KV  BAI-JAC,ACTUAL,-29.81
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,BECO-PARAGNPK 2207A         B  230 KV,L230.Buttermilk-Beaumeade.2152,-967.44
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,BERGEN  230 KV  BER-HUD,ACTUAL,-7.67
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,BLACKOAK138 KV  BLA-JUN,L500.Bedington-BlackOak,-132.48
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,BOONETWN230 KV  BOO-SRE,L500.Conastone-PeachBottom.5012,-44.78
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,BROADVW 138 KV  BRO-FIN,ACTUAL,-81.22
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-73.30
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-11.07
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-20.90
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,DOEX530 345 KV  203T,ACTUAL,-0.98
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,EASTON  138 KV  AT-1,ACTUAL,-0.09
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,FREMNT  138 KV  FRE-FRE1,L138/69.Fremont.T1 + 69.Fremont.Bus,-136.68
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,GARDNERS115 KV  GAR-MOU,ACTUAL,-4.77
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,GARDNERS115 KV  GAR-TEX,230/115.Lewistown.T3,-3.13
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,GORE APS138 KV  GOR-STO,L500.Bedington-BlackOak,-84.35
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,GRANDPT 138 KV  GRA-GUI,L500.Bedington-Doubs,-9.17
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,HARWGATE230 KV  205C,L500.Carson-Midlothian.563,-272.49
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,HOWARD  230 KV  HOW-PUM,ACTUAL,-53.70
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,KINGSTON69 KV   KST-WOR,ACTUAL,-1.03
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-50.00
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-390.17
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-7.02
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,NOTTINGH230 KV  2-3,L500.Conastone-PeachBottom.5012,-125.39
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,SALTSPRG138 KV  SAL-MAS1,L345.Hoytdale-Mansfield,-61.83
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,Stillwell-Dumont 345 l/o Wilton Center-Dumont 765,L765.Dumont-WiltonCenter.11215,-32.21
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,TMI     500 KV  1 BANK,L500.Conastone-PeachBottom.5012,-5.61
6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,6/12/2025 7:00:00 PM,6/12/2025 3:00:00 PM,WMOULTON69 KV   WMO-09S1,ACTUAL,-128.51
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,08LAPLJT138 KV  08L-SAN1,ACTUAL,-16.35
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,BAIR    115 KV  BAI-JAC,ACTUAL,-45.79
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,BECO-PARAGNPK 2207A         B  230 KV,L230.Buttermilk-Beaumeade.2152,-1523.01
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,BERGEN  230 KV  BER-HUD,ACTUAL,-9.13
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,BLACKOAK138 KV  BLA-JUN,L500.Bedington-BlackOak,-73.86
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,BOONETWN230 KV  BOO-SRE,L500.Conastone-PeachBottom.5012,-26.29
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,BROADVW 138 KV  BRO-FIN,ACTUAL,-70.55
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-38.95
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-44.92
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,EASTON  138 KV  AT-1,ACTUAL,-3.63
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,GARDNERS115 KV  GAR-MOU,ACTUAL,-4.34
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,GARDNERS115 KV  GAR-TEX,ACTUAL,-3.32
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,GRANDPT 138 KV  GRA-GUI,L500.Bedington-Doubs,-26.88
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,KELLAM  69 KV   KEL-RED,ACTUAL,-2.87
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,KINGSTON69 KV   KST-WOR,ACTUAL,-7.73
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,LEEAEP  138 KV  LEE-ROSE,ACTUAL,-262.38
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-359.94
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-4.07
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,NOTTINGH230 KV  2-3,L500.Conastone-PeachBottom.5012,-114.44
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,SALTSPRG138 KV  SAL-MAS1,L345.Hoytdale-Mansfield,-61.17
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,Stillwell-Dumont 345 l/o Wilton Center-Dumont 765,L765.Dumont-WiltonCenter.11215,-22.46
6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,6/12/2025 6:00:00 PM,6/12/2025 2:00:00 PM,WMOULTON69 KV   WMO-09S1,ACTUAL,-106.42
6/12/2025 4:00:00 PM,6/12/2025 12:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,08LAPLJT138 KV  08L-SAN1,ACTUAL,-0.48
6/12/2025 4:00:00 PM,6/12/2025 12:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,BECO-PARAGNPK 2207A         B  230 KV,L230.Buttermilk-Beaumeade.2152,-1288.99
6/12/2025 4:00:00 PM,6/12/2025 12:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,BERGEN  230 KV  BER-HUD,ACTUAL,-2.59
6/12/2025 4:00:00 PM,6/12/2025 12:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,BOONETWN230 KV  BOO-SRE,L500.Conastone-PeachBottom.5012,-19.33
6/12/2025 4:00:00 PM,6/12/2025 12:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,BROADVW 138 KV  BRO-FIN,ACTUAL,-24.79
6/12/2025 4:00:00 PM,6/12/2025 12:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-35.48
6/12/2025 4:00:00 PM,6/12/2025 12:00:00 PM,6/12/2025 5:00:00 PM,6/12/2025 1:00:00 PM,CARL PN 115 KV  CAR-ROX,L115.Hunterstown-TexasEastern-Gardners.991,-32.36
